,day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
25,-1,1200,KELP,2024,21,,,,,2026,8,2028.0,21.0,,,2025.0,-46.171875
26,-1,1300,KELP,2024,31,,,,,2028,31,,,,,2026.0,-46.984375
27,-1,1300,RAINFOREST_RESIN,10002,1,9996.0,1.0,9995.0,30.0,10004,1,10005.0,30.0,,,10003.0,-138.0
28,-1,1400,RAINFOREST_RESIN,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-136.0
29,-1,1400,KELP,2025,3,2024.0,25.0,,,2028,26,,,,,2026.5,-55.6015625
30,-1,1500,KELP,2024,27,,,,,2028,27,,,,,2026.0,-58.203125
31,-1,1500,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000.0,-140.0
32,-1,1600,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000.0,-140.0
33,-1,1600,KELP,2024,29,,,,,2026,4,2028.0,29.0,,,2025.0,-53.6796875
34,-1,1700,KELP,2024,22,,,,,2026,8,2028.0,22.0,,,2025.0,-49.4375
35,-1,1700,RAINFOREST_RESIN,9996,2,9995.0,20.0,,,10002,1,10004.0,2.0,10005.0,20.0,9999.0,-140.0
36,-1,1800,RAINFOREST_RESIN,10002,1,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10003.0,-148.0
37,-1,1800,KELP,2024,23,,,,,2028,23,,,,,2026.0,-43.7265625
38,-1,1900,KELP,2024,29,,,,,2026,5,2027.0,29.0,,,2025.0,-28.5703125
39,-1,1900,RAINFOREST_RESIN,9996,1,9995.0,28.0,,,10004,1,10005.0,28.0,,,10000.0,-146.0
40,-1,2000,KELP,2024,26,,,,,2027,26,,,,,2025.5,-29.7578125
41,-1,2000,RAINFOREST_RESIN,9996,2,9995.0,24.0,,,9998,1,10004.0,2.0,10005.0,24.0,9997.0,-150.0
42,-1,2100,RAINFOREST_RESIN,9996,2,9995.0,25.0,,,10002,3,10004.0,2.0,10005.0,25.0,9999.0,-158.0
43,-1,2100,KELP,2024,27,,,,,2027,2,2028.0,25.0,,,2025.5,-38.609375
44,-1,2200,RAINFOREST_RESIN,9998,8,9996.0,1.0,9995.0,24.0,10004,1,10005.0,24.0,,,10001.0,-166.0
45,-1,2200,KELP,2024,25,,,,,2026,7,2027.0,1.0,2028.0,24.0,2025.0,-41.140625
46,-1,2300,KELP,2024,32,,,,,2028,32,,,,,2026.0,-48.0390625
47,-1,2300,RAINFOREST_RESIN,9998,7,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10001.0,-166.0
48,-1,2400,KELP,2024,29,,,,,2025,1,2028.0,29.0,,,2024.5,-51.5546875
49,-1,2400,RAINFOREST_RESIN,9995,29,,,,,10005,29,,,,,10000.0,-166.0
50,-1,2500,RAINFOREST_RESIN,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-166.0
51,-1,2500,KELP,2025,2,2024.0,23.0,,,2027,1,2028.0,22.0,,,2026.0,-41.765625
52,-1,2600,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000.0,-170.0
53,-1,2600,KELP,2025,3,2024.0,23.0,,,2028,23,,,,,2026.5,-41.8984375
54,-1,2700,KELP,2024,26,,,,,2027,26,,,,,2025.5,-35.390625
55,-1,2700,RAINFOREST_RESIN,9998,6,9995.0,26.0,,,10005,26,,,,,10001.5,-170.0
56,-1,2800,KELP,2023,25,,,,,2027,25,,,,,2025.0,-3.5390625
57,-1,2800,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000.0,-170.0
58,-1,2900,RAINFOREST_RESIN,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-170.0
59,-1,2900,KELP,2023,26,,,,,2027,26,,,,,2025.0,2.546875
60,-1,3000,RAINFOREST_RESIN,9998,1,9995.0,26.0,,,10005,26,,,,,10001.5,-174.0
61,-1,3000,KELP,2024,29,,,,,2027,26,,,,,2025.5,-13.90625
62,-1,3100,KELP,2023,26,,,,,2025,5,2026.0,26.0,,,2024.0,35.671875
63,-1,3100,RAINFOREST_RESIN,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-176.0
64,-1,3200,KELP,2023,23,,,,,2025,3,2026.0,23.0,,,2024.0,26.8359375
65,-1,3200,RAINFOREST_RESIN,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-176.0
66,-1,3300,RAINFOREST_RESIN,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-180.0
67,-1,3300,KELP,2023,32,,,,,2025,2,2026.0,32.0,,,2024.0,19.8046875
68,-1,3400,RAINFOREST_RESIN,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-180.0
69,-1,3400,KELP,2023,26,,,,,2026,26,,,,,2024.5,21.1796875
70,-1,3500,KELP,2023,26,,,,,2026,26,,,,,2024.5,20.34375
71,-1,3500,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000.0,-180.0
72,-1,3600,KELP,2023,21,,,,,2026,21,,,,,2024.5,20.515625
73,-1,3600,RAINFOREST_RESIN,9995,21,,,,,9998,4,10005.0,21.0,,,9996.5,-180.0
74,-1,3700,RAINFOREST_RESIN,10002,1,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10003.0,-180.0
75,-1,3700,KELP,2023,27,,,,,2026,24,,,,,2024.5,35.609375
76,-1,3800,RAINFOREST_RESIN,9996,2,9995.0,23.0,,,10002,10,10004.0,2.0,10005.0,23.0,9999.0,-180.0
77,-1,3800,KELP,2023,25,,,,,2026,25,,,,,2024.5,36.125
78,-1,3900,KELP,2023,28,,,,,2026,26,,,,,2024.5,31.7890625
79,-1,3900,RAINFOREST_RESIN,9998,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,-180.0
80,-1,4000,KELP,2023,32,,,,,2026,32,,,,,2024.5,22.0078125
81,-1,4000,RAINFOREST_RESIN,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-180.0
82,-1,4100,RAINFOREST_RESIN,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,-180.0
83,-1,4100,KELP,2023,29,,,,,2027,29,,,,,2025.0,3.421875
84,-1,4200,RAINFOREST_RESIN,9996,2,9995.0,24.0,,,10002,4,10004.0,2.0,10005.0,24.0,9999.0,-180.0
85,-1,4200,KELP,2023,26,,,,,2027,26,,,,,2025.0,4.1796875
86,-1,4300,KELP,2023,29,,,,,2024,5,2026.0,22.0,,,2023.5,23.25
87,-1,4300,RAINFOREST_RESIN,9995,22,,,,,9998,1,10000.0,6.0,10005.0,22.0,9996.5,-180.0
88,-1,4400,KELP,2023,30,,,,,2026,30,,,,,2024.5,20.6484375
89,-1,4400,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000.0,-180.0
90,-1,4500,RAINFOREST_RESIN,9996,1,9995.0,28.0,,,10002,10,10004.0,1.0,10005.0,28.0,9999.0,-180.0
91,-1,4500,KELP,2023,28,,,,,2026,29,,,,,2024.5,25.2734375
92,-1,4600,RAINFOREST_RESIN,9996,1,9995.0,29.0,,,10002,10,10004.0,1.0,10005.0,29.0,9999.0,-180.0
93,-1,4600,KELP,2023,30,,,,,2026,30,,,,,2024.5,24.1484375
94,-1,4700,KELP,2023,25,,,,,2025,3,2026.0,32.0,,,2024.0,14.515625
95,-1,4700,RAINFOREST_RESIN,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-180.0
96,-1,4800,KELP,2023,24,,,,,2027,24,,,,,2025.0,3.75
97,-1,4800,RAINFOREST_RESIN,9998,6,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,-180.0
98,-1,4900,RAINFOREST_RESIN,9995,22,,,,,10002,7,10005.0,22.0,,,9998.5,-180.0
99,-1,4900,KELP,2023,22,,,,,2027,22,,,,,2025.0,0.65625
100,-1,5000,RAINFOREST_RESIN,9998,3,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10001.0,-180.0
101,-1,5000,KELP,2023,30,,,,,2026,30,,,,,2024.5,21.828125
102,-1,5100,KELP,2023,37,,,,,2026,31,,,,,2024.5,20.7421875
103,-1,5100,RAINFOREST_RESIN,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-180.0
104,-1,5200,KELP,2023,35,,,,,2026,27,,,,,2024.5,22.34375
105,-1,5200,RAINFOREST_RESIN,9998,9,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10001.0,-180.0
106,-1,5300,RAINFOREST_RESIN,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,-180.0
107,-1,5300,KELP,2025,1,2023.0,21.0,,,2026,21,,,,,2025.5,20.2578125
108,-1,5400,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000.0,-180.0
109,-1,5400,KELP,2023,21,,,,,2025,6,2027.0,21.0,,,2024.0,2.9375
110,-1,5500,KELP,2023,27,,,,,2027,27,,,,,2025.0,-2.703125
111,-1,5500,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000.0,-180.0
112,-1,5600,KELP,2025,2,2023.0,28.0,,,2027,28,,,,,2026.0,-5.125
113,-1,5600,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000.0,-180.0
114,-1,5700,RAINFOREST_RESIN,9998,2,9995.0,27.0,,,10005,27,,,,,10001.5,-180.0
115,-1,5700,KELP,2024,26,,,,,2027,27,,,,,2025.5,-9.6015625
116,-1,5800,RAINFOREST_RESIN,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-180.0
117,-1,5800,KELP,2024,31,,,,,2027,31,,,,,2025.5,-26.3203125
118,-1,5900,KELP,2024,35,,,,,2027,30,,,,,2025.5,-22.375
119,-1,5900,RAINFOREST_RESIN,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,-180.0
120,-1,6000,KELP,2024,30,,,,,2027,30,,,,,2025.5,-19.9453125
121,-1,6000,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000.0,-180.0
122,-1,6100,RAINFOREST_RESIN,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-180.0
123,-1,6100,KELP,2024,24,,,,,2027,25,,,,,2025.5,-19.96875
124,-1,6200,RAINFOREST_RESIN,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,-180.0
125,-1,6200,KELP,2024,22,,,,,2027,22,,,,,2025.5,-22.6171875
126,-1,6300,KELP,2024,30,,,,,2027,25,,,,,2025.5,-33.796875
127,-1,6300,RAINFOREST_RESIN,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,-180.0
128,-1,6400,KELP,2024,25,,,,,2027,25,,,,,2025.5,-32.703125
129,-1,6400,RAINFOREST_RESIN,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,-180.0
130,-1,6500,RAINFOREST_RESIN,9996,1,9995.0,26.0,,,9998,1,10004.0,1.0,10005.0,26.0,9997.0,-180.0
131,-1,6500,KELP,2024,27,,,,,2027,27,,,,,2025.5,-22.0390625
132,-1,6600,RAINFOREST_RESIN,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,-180.0
133,-1,6600,KELP,2024,26,,,,,2028,26,,,,,2026.0,-47.09375
134,-1,6700,KELP,2025,7,2024.0,20.0,,,2028,20,,,,,2026.5,-54.609375
135,-1,6700,RAINFOREST_RESIN,9995,20,,,,,10002,3,10005.0,20.0,,,9998.5,-180.0
136,-1,6800,KELP,2024,32,,,,,2026,8,2027.0,2.0,2028.0,30.0,2025.0,-37.4453125
137,-1,6800,RAINFOREST_RESIN,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-180.0
138,-1,6900,RAINFOREST_RESIN,9996,1,9995.0,26.0,,,10002,5,10004.0,1.0,10005.0,26.0,9999.0,-180.0
139,-1,6900,KELP,2024,27,,,,,2026,1,2027.0,27.0,,,2025.0,-28.78125
140,-1,7000,RAINFOREST_RESIN,9998,2,9995.0,27.0,,,10005,27,,,,,10001.5,-180.0
141,-1,7000,KELP,2026,4,2024.0,27.0,,,2027,27,,,,,2026.5,-31.421875
142,-1,7100,KELP,2024,30,,,,,2027,30,,,,,2025.5,-21.2734375
143,-1,7100,RAINFOREST_RESIN,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-180.0
144,-1,7200,KELP,2024,28,,,,,2027,28,,,,,2025.5,-15.796875
145,-1,7200,RAINFOREST_RESIN,9998,5,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,-180.0
146,-1,7300,RAINFOREST_RESIN,10002,1,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10003.0,-180.0
147,-1,7300,KELP,2024,35,,,,,2027,31,,,,,2025.5,-15.390625
148,-1,7400,RAINFOREST_RESIN,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-180.0
149,-1,7400,KELP,2024,22,,,,,2027,23,,,,,2025.5,-17.84375
150,-1,7500,KELP,2024,25,,,,,2027,25,,,,,2025.5,-21.9375
151,-1,7500,RAINFOREST_RESIN,9995,25,,,,,10002,10,10005.0,25.0,,,9998.5,-180.0
152,-1,7600,KELP,2024,22,,,,,2027,22,,,,,2025.5,-20.9765625
153,-1,7600,RAINFOREST_RESIN,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,-180.0
154,-1,7700,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000.0,-180.0
155,-1,7700,KELP,2024,21,,,,,2027,22,,,,,2025.5,-19.9609375
156,-1,7800,RAINFOREST_RESIN,9998,3,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10001.0,-180.0
157,-1,7800,KELP,2024,23,,,,,2027,23,,,,,2025.5,-19.0546875
158,-1,7900,KELP,2024,31,,,,,2027,27,,,,,2025.5,-18.5078125
159,-1,7900,RAINFOREST_RESIN,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,-180.0
160,-1,8000,KELP,2024,27,,,,,2026,8,2027.0,27.0,,,2025.0,-13.21875
161,-1,8000,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000.0,-180.0
162,-1,8100,RAINFOREST_RESIN,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-180.0
163,-1,8100,KELP,2023,23,,,,,2027,23,,,,,2025.0,6.0625
164,-1,8200,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000.0,-180.0
165,-1,8200,KELP,2023,23,,,,,2025,1,2026.0,23.0,,,2024.0,13.5859375
166,-1,8300,KELP,2023,30,,,,,2026,30,,,,,2024.5,31.0
167,-1,8300,RAINFOREST_RESIN,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,-180.0
168,-1,8400,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000.0,-180.0
169,-1,8400,KELP,2023,28,,,,,2026,28,,,,,2024.5,30.109375
170,-1,8500,KELP,2023,31,,,,,2026,31,,,,,2024.5,34.0546875
171,-1,8500,RAINFOREST_RESIN,9998,10,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,-180.0
172,-1,8600,RAINFOREST_RESIN,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,-180.0
173,-1,8600,KELP,2023,22,,,,,2026,23,,,,,2024.5,25.8984375
174,-1,8700,KELP,2023,27,,,,,2025,4,2026.0,27.0,,,2024.0,17.3125
175,-1,8700,RAINFOREST_RESIN,9998,10,9995.0,27.0,,,10005,27,,,,,10001.5,-180.0
176,-1,8800,RAINFOREST_RESIN,9995,25,,,,,9998,1,10005.0,25.0,,,9996.5,-180.0
177,-1,8800,KELP,2024,7,2023.0,25.0,,,2027,25,,,,,2025.5,2.453125
178,-1,8900,KELP,2024,1,2023.0,26.0,,,2027,26,,,,,2025.5,5.0546875
179,-1,8900,RAINFOREST_RESIN,9998,9,9995.0,26.0,,,10005,26,,,,,10001.5,-180.0
180,-1,9000,RAINFOREST_RESIN,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,-180.0
181,-1,9000,KELP,2023,31,,,,,2027,31,,,,,2025.0,6.1328125
182,-1,9100,KELP,2023,29,,,,,2026,2,2027.0,27.0,,,2024.5,10.2734375
183,-1,9100,RAINFOREST_RESIN,9998,3,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0,-180.0
184,-1,9200,RAINFOREST_RESIN,9998,10,9995.0,27.0,,,10005,27,,,,,10001.5,-180.0
185,-1,9200,KELP,2023,27,,,,,2025,7,2026.0,27.0,,,2024.0,12.921875
186,-1,9300,KELP,2023,21,,,,,2026,21,,,,,2024.5,22.0
187,-1,9300,RAINFOREST_RESIN,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,-180.0
188,-1,9400,RAINFOREST_RESIN,9998,2,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10001.0,-180.0
189,-1,9400,KELP,2023,23,,,,,2026,23,,,,,2024.5,26.25
190,-1,9500,KELP,2023,35,,,,,2026,31,,,,,2024.5,22.7734375
191,-1,9500,RAINFOREST_RESIN,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-180.0
192,-1,9600,RAINFOREST_RESIN,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,-180.0
193,-1,9600,KELP,2023,31,,,,,2026,31,,,,,2024.5,30.421875
194,-1,9700,KELP,2023,22,,,,,2026,22,,,,,2024.5,30.4765625
195,-1,9700,RAINFOREST_RESIN,9995,22,,,,,10002,1,10005.0,22.0,,,9998.5,-180.0
196,-1,9800,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000.0,-180.0
197,-1,9800,KELP,2023,26,,,,,2026,26,,,,,2024.5,28.0546875
198,-1,9900,KELP,2025,4,2023.0,25.0,,,2026,25,,,,,2025.5,18.4140625
199,-1,9900,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000.0,-180.0
200,-1,10000,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000.0,-180.0
201,-1,10000,KELP,2023,36,,,,,2026,28,,,,,2024.5,19.546875
202,-1,10100,KELP,2023,25,,,,,2026,25,,,,,2024.5,23.9140625
203,-1,10100,RAINFOREST_RESIN,9996,1,9995.0,24.0,,,10002,3,10004.0,1.0,10005.0,24.0,9999.0,-180.0
204,-1,10200,RAINFOREST_RESIN,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,-180.0
205,-1,10200,KELP,2022,28,,,,,2026,28,,,,,2024.0,53.0625
206,-1,10300,KELP,2024,1,2022.0,35.0,,,2025,27,,,,,2024.5,82.078125
207,-1,10300,RAINFOREST_RESIN,9998,4,9995.0,27.0,,,10005,27,,,,,10001.5,-180.0
208,-1,10400,RAINFOREST_RESIN,10002,1,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10003.0,-180.0
209,-1,10400,KELP,2023,1,2022.0,29.0,,,2026,29,,,,,2024.5,49.671875
210,-1,10500,KELP,2023,2,2022.0,29.0,,,2026,31,,,,,2024.5,45.0
211,-1,10500,RAINFOREST_RESIN,9998,4,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,-180.0
212,-1,10600,RAINFOREST_RESIN,9996,2,9995.0,29.0,,,10000,4,10004.0,2.0,10005.0,29.0,9998.0,-180.0
213,-1,10600,KELP,2022,31,,,,,2023,4,2024.0,4.0,2025.0,31.0,2022.5,73.125
214,-1,10700,KELP,2022,29,,,,,2025,28,,,,,2023.5,78.921875
215,-1,10700,RAINFOREST_RESIN,9998,8,9995.0,28.0,,,10005,28,,,,,10001.5,-180.0
216,-1,10800,RAINFOREST_RESIN,9998,5,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,-180.0
217,-1,10800,KELP,2022,27,,,,,2025,24,,,,,2023.5,74.5234375
218,-1,10900,KELP,2022,35,,,,,2025,28,,,,,2023.5,75.828125
219,-1,10900,RAINFOREST_RESIN,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,-180.0
220,-1,11000,KELP,2024,7,2022.0,24.0,,,2025,24,,,,,2024.5,75.9609375
221,-1,11000,RAINFOREST_RESIN,9995,24,,,,,10002,7,10005.0,24.0,,,9998.5,-180.0
222,-1,11100,RAINFOREST_RESIN,9998,3,9995.0,21.0,,,10005,21,,,,,10001.5,-180.0
223,-1,11100,KELP,2022,21,,,,,2025,21,,,,,2023.5,73.03125
224,-1,11200,RAINFOREST_RESIN,9996,2,9995.0,21.0,,,10002,7,10004.0,2.0,10005.0,21.0,9999.0,-180.0
225,-1,11200,KELP,2022,23,,,,,2025,23,,,,,2023.5,77.046875
226,-1,11300,KELP,2022,25,,,,,2025,22,,,,,2023.5,73.28125
227,-1,11300,RAINFOREST_RESIN,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,-180.0
228,-1,11400,KELP,2022,26,,,,,2025,26,,,,,2023.5,67.859375
229,-1,11400,RAINFOREST_RESIN,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,-180.0
230,-1,11500,RAINFOREST_RESIN,9996,1,9995.0,25.0,,,10002,7,10004.0,1.0,10005.0,25.0,9999.0,-180.0
231,-1,11500,KELP,2022,26,,,,,2024,8,2025.0,26.0,,,2023.0,69.9375
232,-1,11600,RAINFOREST_RESIN,9996,2,9995.0,27.0,,,10002,2,10004.0,2.0,10005.0,27.0,9999.0,-180.0
233,-1,11600,KELP,2022,29,,,,,2026,29,,,,,2024.0,46.4609375
234,-1,11700,KELP,2022,23,,,,,2023,2,2026.0,23.0,,,2022.5,55.75
235,-1,11700,RAINFOREST_RESIN,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,-180.0
236,-1,11800,KELP,2022,29,,,,,2024,4,2026.0,29.0,,,2023.0,42.890625
237,-1,11800,RAINFOREST_RESIN,9998,10,9995.0,29.0,,,10000,5,10005.0,29.0,,,9999.0,-180.0
238,-1,11900,RAINFOREST_RESIN,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,-180.0
239,-1,11900,KELP,2023,2,2022.0,30.0,,,2024,3,2026.0,32.0,,,2023.5,44.9140625
240,-1,12000,RAINFOREST_RESIN,10002,1,9995.0,20.0,,,10005,20,,,,,10003.5,-180.0
241,-1,12000,KELP,2023,20,,,,,2026,20,,,,,2024.5,28.453125
242,-1,12100,KELP,2023,27,,,,,2025,1,2026.0,27.0,,,2024.0,29.0859375
243,-1,12100,RAINFOREST_RESIN,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,-180.0
244,-1,12200,KELP,2023,34,,,,,2026,30,,,,,2024.5,29.75
245,-1,12200,RAINFOREST_RESIN,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,-180.0
246,-1,12300,RAINFOREST_RESIN,9998,6,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0,-180.0
247,-1,12300,KELP,2023,29,,,,,2026,29,,,,,2024.5,26.65625
248,-1,12400,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000.0,-180.0
249,-1,12400,KELP,2023,30,,,,,2026,26,,,,,2024.5,24.1953125
250,-1,12500,KELP,2023,19,,,,,2026,20,,,,,2024.5,30.4453125
251,-1,12500,RAINFOREST_RESIN,9995,20,,,,,10005,20,,,,,10000.0,-180.0
252,-1,12600,KELP,2023,22,,,,,2026,22,,,,,2024.5,36.671875
253,-1,12600,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000.0,-180.0
254,-1,12700,RAINFOREST_RESIN,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,-180.0
255,-1,12700,KELP,2023,22,,,,,2026,22,,,,,2024.5,32.015625
256,-1,12800,RAINFOREST_RESIN,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,-180.0
257,-1,12800,KELP,2023,22,,,,,2026,22,,,,,2024.5,28.5078125
258,-1,12900,KELP,2023,36,,,,,2026,29,,,,,2024.5,23.984375
259,-1,12900,RAINFOREST_RESIN,9996,1,9995.0,28.0,,,10002,3,10004.0,1.0,10005.0,28.0,9999.0,-180.0
260,-1,13000,KELP,2025,1,2023.0,6.0,2022.0,20.0,2026,20,,,,,2025.5,44.7890625
261,-1,13000,RAINFOREST_RESIN,10002,1,9995.0,20.0,,,10005,20,,,,,10003.5,-180.0
